Kate Macgregor,Great Britain,21,158,60,F,01/12/1991,Sailing,Women's Elliott 6m,,,,
Kate Walsh,Great Britain,32,171,65,F,05/09/1980,Hockey,Women's Hockey,,,,
Katherine Copeland,Great Britain,21,171,57,F,12/01/1990,Rowing,Women's Lightweight Double Sculls,YES,0.5,,
Katherine Driscoll,Great Britain,26,168,,F,3/13/1986,Trampoline,Women's Trampoline,,,,
Katherine Grainger,Great Britain,36,183,80,F,11/12/1975,Rowing,Women's Double Sculls,YES,1,,
Katherine Skelton,Great Britain,24,160,,F,10/05/1987,Synchronised Swimming,Women's Teams,,,,
Kathryn Fudge,Great Britain,22,183,70,F,11/10/1989,Handball,Women's Handball,,,,
Katie Clark,Great Britain,18,168,,F,3/23/1994,Synchronised Swimming,Women's Teams,,,,
Katie Dawkins,Great Britain,23,175,,F,8/20/1988,Synchronised Swimming,Women's Teams,,,,
Katie Greves,Great Britain,29,179,69,F,09/02/1982,Rowing,Women's Eight,,,,
Kelly Edwards,Great Britain,21,153,48,F,01/09/1991,Judo,Women's -48kg,,,,
Kelly Sibley,Great Britain,24,172,68,F,5/21/1988,Table Tennis,Women's Team,,,,
Kelly Smith,Great Britain,33,156,58,F,10/29/1978,Football,Women's Football,,,,
Kelsi Fairbrother,Great Britain,22,160,68,F,08/05/1989,Handball,Women's Handball,,,,
Keri-Anne Payne,Great Britain,24,175,66,F,12/09/1987,Swimming,Women's 10km Marathon,,,,
Kieran O'malley,Great Britain,24,188,82,M,05/12/1988,Volleyball,Men's Volleyball,,,,
Kieron Achara,Great Britain,29,208,110,M,07/03/1983,Basketball,Men's Basketball,,,,
Kim Butler,Great Britain,29,188,80,F,09/07/1982,Basketball,Women's Basketball,,,,
Kim Little,Great Britain,22,162,60,F,6/29/1990,Football,Women's Football,,,,
Kristian Thomas,Great Britain,23,180,,M,2/14/1989,Gymnastics - Artistic,Men's Individual All-Around; Men's Team; Men's Qualification,YES,,,0.2
Kristina Cook,Great Britain,41,175,71,F,8/31/1970,Equestrian,Individual Eventing; Team Eventing; MINERS FROLIC,YES,,0.2,
Kyle Johnson,Great Britain,23,194,93,M,12/31/1988,Basketball,Men's Basketball,,,,
Larry Godfrey,Great Britain,36,178,84,M,06/09/1976,Archery,Men's Individual; Men's Team,,,,
Laura Bartlett,Great Britain,24,169,63,F,6/22/1988,Hockey,Women's Hockey,,DUJARDIN,,
Laura Bechtolsheimer,Great Britain,27,169,56,F,1/31/1985,Equestrian,Individual Dressage; Team Dressage; MISTRAL HOJRIS,YES,0.33,,1
Laura Robson,Great Britain,18,180,62,F,21/01/1994,Tennis,Women's Singles; Women's Doubles; Mixed Doubles,YES,,0.5,
Laura Trott,Great Britain,20,163,52,F,24/04/1992,Cycling,Women's Omnium; Women's Team Pursuit,YES,1.33,,
Laura Unsworth,Great Britain,24,157,54,F,03/08/1988,Hockey,Women's Hockey,,,,
Laura Weightman,Great Britain,21,172,56,F,07/01/1991,Athletics,Women's 1500m,,,,
Laurence Halsted,Great Britain,28,183,81,M,22/05/1984 (GBR),Fencing,Men's Team Foil,,,,
Lawrence Clarke,Great Britain,22,187,78,M,03/12/1990,Athletics,Men's 110m Hurdles,,,,
Lawrence Okoye,Great Britain,20,197,129,M,10/06/1991,Athletics,Men's Discus Throw,,,,
Lee McConnell,Great Britain,33,177,64,F,10/09/1978,Athletics,Women's 400m; Women's 4 x 400m Relay,,,,
Lee Merrien,Great Britain,33,182,61,M,4/26/1979,Athletics,Men's Marathon,,,,
Liam Heath,Great Britain,27,183,87,M,8/17/1984,Canoe Sprint,Men's Kayak Double (K2) 200m,,,,
Liam Killeen,Great Britain,30,173,65,M,04/12/1982,Cycling - Mountain Bike,Men's Cross-country,,,,
Liam Pitchford,Great Britain,19,183,57,M,07/12/1993,Table Tennis,Men's Team,,,,
Liam Tancock,Great Britain,27,183,85,M,05/07/1985,Swimming,Men's 100m Backstroke; Men's 4x100m Medley Relay,,,,
Lindsey Maguire,Great Britain,30,187,76,F,1/15/1982,Rowing,Women's Eight,,,,
Lisa Dobriskey,Great Britain,28,171,56,F,12/23/1983,Athletics,Women's 1500m,,,,
Lisa Gibson,Great Britain,22,177,75,F,08/12/1989,Water Polo,Women's Water Polo,,,,
Lizzie Neave,Great Britain,25,171,63,F,06/12/1987,Canoe Slalom,Women's Kayak (K1),,,,
Louis Smith,Great Britain,23,179,,M,4/22/1989,Gymnastics - Artistic,Men's Team; Men's Qualification,YES,,1,0.2
Louisa Pouli,Great Britain,19,162,,F,1/29/1993,Gymnastics - Rhythmic,Group All-Around,,,,
Louisa Reeve,Great Britain,28,184,73,F,5/16/1984,Rowing,Women's Eight,,,,
Louisa Sawers,Great Britain,24,176,69,F,5/26/1988,Canoe Sprint,Women's Kayak Double (K2) 500m; Women's Kayak Four (K4) 500m,,,,
Louise Bond-Williams,Great Britain,30,169,59,F,5/14/1982,Fencing,Women's Individual Sabre,,,,
Louise Hazel,Great Britain,26,167,58,F,10/06/1985,Athletics,Women's Heptathlon,,,,
Louise Jukes,Great Britain,28,169,75,F,4/14/1984,Handball,Women's Handball,,,,
Lucy Hall,Great Britain,20,178,60,F,2/21/1992,Triathlon,Women's Triathlon,,,,
Lucy Macgregor,Great Britain,25,158,63,F,11/28/1986,Sailing,Women's Elliott 6m,,,,
Lucy Wicks,Great Britain,30,173,62,F,3/20/1982,Volleyball,Women's Volleyball,,,,
Luke Campbell,Great Britain,24,175,,M,9/27/1987,Boxing,Men's Bantam (56kg),,,,
Luke Lennon-Ford,Great Britain,23,183,75,M,05/05/1989,Athletics,Men's 4 x 400m Relay,,,,
Luke Patience,Great Britain,25,167,59,M,08/04/1986,Sailing,Men's 470,YES,,0.5,
Luol Deng,Great Britain,27,203,104,M,4/16/1985,Basketball,Men's Basketball,,,,
Lutalo Muhammad,Great Britain,21,188,,M,06/03/1991,Taekwondo,Men's -80kg,,,,
Lyn Byl,Great Britain,32,172,67,F,12/01/1979,Handball,Women's Handball,,,,
Lynn McCafferty,Great Britain,33,168,64,F,4/16/1979,Handball,Women's Handball,,,,
Lynne Beattie,Great Britain,26,182,65,F,12/23/1985,Volleyball,Women's Volleyball,,,,
Lynne Hutchison,Great Britain,17,173,,F,11/10/1994,Gymnastics - Rhythmic,Group All-Around,,,,
Lynsey Sharp,Great Britain,22,175,60,F,07/11/1990,Athletics,Women's 800m,,,,
Mara Yamauchi,Great Britain,38,162,51,F,8/13/1973,Athletics,Women's Marathon,,,,
Marco Loughran,Great Britain,23,186,75,M,3/24/1989,Swimming,Men's 200m Backstroke,,,,
Margaret Adeoye,Great Britain,27,162,65,F,4/22/1985,Athletics,Women's 200m,,,,
Maria Bertelli,Great Britain,34,171,63,F,10/06/1977,Volleyball,Women's Volleyball,,,,
Marie Gerbron,Great Britain,25,166,64,F,12/23/1986,Handball,Women's Handball,,,,
Marilyn Okoro,Great Britain,27,167,60,F,9/23/1984,Athletics,Women's 4 x 400m Relay,,,,
Mark Cavendish,Great Britain,27,175,69,M,5/21/1985,Cycling - Road,Men's Road Race,,,,
Mark Hawkins,Great Britain,26,182,71,M,12/28/1985,Handball,Men's Handball,,,,
Mark Hunter,Great Britain,34,182,73,M,07/01/1978,Rowing,Men's Lightweight Double Sculls,YES,,0.5,
Mark Lewis-Francis,Great Britain,29,180,95,M,09/04/1982,Athletics,Men's 4 x 100m Relay,,,,
Mark Mcgivern,Great Britain,29,195,87,M,2/24/1983,Volleyball,Men's Volleyball,,,,
Mark Plotyczer,Great Britain,25,195,86,M,2/19/1987,Volleyball,Men's Volleyball,,,,
Martin Hare,Great Britain,22,193,93,M,11/28/1989,Handball,Men's Handball,,,,
Martin Stamper,Great Britain,25,180,,M,8/21/1986,Taekwondo,Men's -68kg,,,,
Martina Emanuel,Great Britain,26,169,64,F,26/12/1985 (ITA),Fencing,Women's Team Foil,,,,
Martyn Rooney,Great Britain,25,198,81,M,04/03/1987,Athletics,Men's 400m; Men's 4 x 400m Relay,,,,
Marvin Sordell,Great Britain,21,179,83,M,2/17/1991,Football,Men's Football,,,,
Mary King,Great Britain,51,170,65,F,06/08/1961,Equestrian,Individual Eventing; Team Eventing; IMPERIAL CAVALIER,YES,,0.2,
Matt Daly,Great Britain,29,188,82,M,07/08/1983,Hockey,Men's Hockey,,,,
Matt Holland,Great Britain,23,194,96,M,6/22/1989,Water Polo,Men's Water Polo,,,,
Matthew Langridge,Great Britain,29,195,96,M,5/20/1983,Rowing,Men's Eight,YES,,,0.111
Matthew Wells,Great Britain,33,188,90,M,4/19/1979,Rowing,Men's Quadruple Sculls,,,,
Max Whitlock,Great Britain,19,167,,M,1/13/1993,Gymnastics - Artistic,Men's Team; Men's Qualification,YES,,,1.2
Melanie Wilson,Great Britain,28,182,75,F,6/25/1984,Rowing,Women's Quadruple Sculls,,,,
Mervyn Luckwell,Great Britain,27,191,104,M,11/29/1984,Athletics,Men's Javelin Throw,,,,
Mhairi Spence,Great Britain,26,171,71,F,8/31/1985,Modern Pentathlon,Women's Modern Pentathlon,,,,
Micah Richards,Great Britain,24,180,82,M,6/24/1988,Football,Men's Football,,,,
Michael Jamieson,Great Britain,23,186,81,M,08/05/1988,Swimming,Men's 100m Breaststroke; Men's 200m Breaststroke,YES,,1,
Michael Rimmer,Great Britain,26,185,67,M,02/03/1986,Athletics,Men's 800m,,,,
Mike Lenzly,Great Britain,31,189,85,M,05/01/1981,Basketball,Men's Basketball,,,,
Mohamed Farah,Great Britain,29,165,58,M,3/23/1983,Athletics,Men's 5000m; Men's 10;000m,YES,1,,
Mohamed Sbihi,Great Britain,24,203,103,M,3/27/1988,Rowing,Men's Eight,YES,,,0.111
Monique Gladding,Great Britain,31,162,57,F,6/17/1981,Diving,Women's 10m Platform,,,,
Na Liu,Great Britain,29,162,52,F,02/07/1983,Table Tennis,Women's Team,,,,
Naomi Folkard,Great Britain,28,169,67,F,9/18/1983,Archery,Women's Individual; Women's Team,,,,
Natalie Seymour,Great Britain,25,168,56,F,9/29/1986,Hockey,Women's Hockey,,,,
Natalie Stafford,Great Britain,35,176,66,F,12/08/1976,Basketball,Women's Basketball,,,,
Natasha Jonas,Great Britain,28,172,,F,6/18/1984,Boxing,Women's Light (60kg),,,,
Natasha Page,Great Britain,27,178,75,F,4/30/1985,Rowing,Women's Eight,,,,
Natasha Perdue,Great Britain,37,161,68,F,7/27/1975,Weightlifting,Women's 69kg,,,,
Nate Reinking,Great Britain,38,189,88,M,12/12/1973,Basketball,Men's Basketball,,,,
Nathan French,Great Britain,22,191,86,M,4/20/1990,Volleyball,Men's Volleyball,,,,
Nicholas Catlin,Great Britain,23,175,74,M,04/08/1989,Hockey,Men's Hockey,,,,
Nicholas Woodbridge,Great Britain,26,188,78,M,07/01/1986,Modern Pentathlon,Men's Modern Pentathlon,,,,
Nick Dempsey,Great Britain,31,180,70,M,8/13/1980,Sailing,Men's RS-X,YES,,1,
Nick McCormick,Great Britain,30,188,70,M,09/11/1981,Athletics,Men's 5000m,,,,
Nick Skelton,Great Britain,54,175,77,M,12/30/1957,Equestrian,Individual Jumping; Team Jumping; BIG STAR,YES,0.25,,
Nicola Adams,Great Britain,29,164,,F,10/26/1982,Boxing,Women's Fly (51kg),YES,1,,
Nicola Sanders,Great Britain,30,171,58,F,6/23/1982,Athletics,Women's 4 x 400m Relay,,,,
Nicola White,Great Britain,24,170,62,F,1/20/1988,Hockey,Women's Hockey,,,,
Nicola Wilson,Great Britain,35,177,64,F,10/01/1976,Equestrian,Individual Eventing; Team Eventing; OPPOSITION BUZZ,YES,,0.2,
Nicole Cooke,Great Britain,29,167,58,F,4/13/1983,Cycling - Road,Women's Road Race,,,,
Nigel Levine,Great Britain,23,178,68,M,4/30/1989,Athletics,Men's 400m; Men's 4 x 400m Relay,,,,
Nina Heglund,Great Britain,19,170,68,F,7/24/1993,Handball,Women's Handball,,,,
Olga Butkevych,Great Britain,26,160,55,F,01/03/1986,Wrestling,Women's 55kg Freestyle,,,,
Olivia Federici,Great Britain,22,168,,F,2/13/1990,Synchronised Swimming,Women's Duets; Women's Teams,,,,
Olivia Whitlam,Great Britain,26,185,73,F,9/16/1985,Rowing,Women's Eight,,,,
Oluwadamilola Bakare,Great Britain,23,197,93,M,9/22/1988,Volleyball,Men's Volleyball,,,,
Paul Drinkhall,Great Britain,22,178,80,M,1/16/1990,Table Tennis,Men's Singles; Men's Team,,,,
Paul Goodison,Great Britain,34,180,82,M,11/29/1977,Sailing,Men's Laser,,,,
Perri Shakes-Drayton,Great Britain,23,172,66,F,12/21/1988,Athletics,Women's 400m Hurdles,,,,
Pete Reed,Great Britain,31,197,100,M,7/27/1981,Rowing,Men's Four,YES,0.25,,
Peter Bakare,Great Britain,23,196,93,M,07/02/1989,Volleyball,Men's Volleyball,,,,
Peter Chambers,Great Britain,22,187,73,M,3/14/1990,Rowing,Men's Lightweight Four,YES,,0.25,
Peter Charles,Great Britain,52,175,78,M,1/18/1960,Equestrian,Individual Jumping; Team Jumping; VINDICAT,YES,0.25,,
Peter Kennaugh,Great Britain,23,174,64,M,6/15/1989,Cycling - Road; Cycling - Track,Men's Team Pursuit,YES,0.25,,
Peter Kirkbride,Great Britain,24,189,94,M,12/19/1987,Weightlifting,Men's 94kg,,,,
Peter Robert Russell Wilson,Great Britain,25,198,90,M,9/15/1986,Shooting,Men's Double Trap,YES,1,,
Peter Waterfield,Great Britain,31,165,64,M,03/12/1981,Diving,Men's 10m Platform; Men's Synchronised 10m Platform,,,,
Phelan Hill,Great Britain,33,171,55,M,7/21/1979,Rowing,Men's Eight,YES,,,0.111
Philip Hindes,Great Britain,19,177,83,M,9/22/1992,Cycling - Track,Men's Team Sprint,YES,0.33,,
Phillips Idowu,Great Britain,33,197,87,M,12/30/1978,Athletics,Men's Triple Jump,,,,
Pops Mensah-Bonsu,Great Britain,28,206,111,M,09/07/1983,Basketball,Men's Basketball,,,,
Rachael Vanderwal,Great Britain,29,175,66,F,6/27/1983,Basketball,Women's Basketball,,,,
Rachel Bragg,Great Britain,27,184,75,F,12/11/1984,Volleyball,Women's Volleyball,,,,
Rachel Brown,Great Britain,32,168,66,F,07/02/1980,Football,Women's Football,,,,
Rachel Cawthorn,Great Britain,23,176,70,F,11/03/1988,Canoe Sprint,Women's Kayak Single (K1) 500m; Women's Kayak Four (K4) 500m,,,,
Rachel Laybourne,Great Britain,30,179,67,F,5/19/1982,Volleyball,Women's Volleyball,,,,
Rachel Smith,Great Britain,19,172,,F,01/03/1993,Gymnastics - Rhythmic,Group All-Around,,,,
Rachel Williams,Great Britain,24,169,68,F,01/10/1988,Football,Women's Football,,,,
Rachel Yankey,Great Britain,32,164,56,F,11/01/1979,Football,Women's Football,,,,
Rajiv Ouseph,Great Britain,25,189,82,M,8/30/1986,Badminton,Men's Singles,,,,
Rebecca Adlington,Great Britain,23,179,70,F,2/17/1989,Swimming,Women's 400m Freestyle; Women's 800m Freestyle,YES,,,2
Rebecca Gallantree,Great Britain,27,166,60,F,8/19/1984,Diving,Women's 3m Springboard; Women's Synchronised 3m Springboard,,,,
Rhys Williams,Great Britain,28,185,73,M,2/27/1984,Athletics,Men's 400m Hurdles,,,,
Richard Brickell,Great Britain,36,180,76,M,10/29/1975,Shooting,Men's Skeet,,,,
Richard Buck,Great Britain,25,188,80,M,11/14/1986,Athletics,Men's 4 x 400m Relay,,,,
Richard Chambers,Great Britain,27,183,74,M,06/10/1985,Rowing,Men's Lightweight Four,,,,
Richard Davison,Great Britain,56,177,76,M,9/20/1955,Equestrian,Individual Dressage; ARTEMIS,,,,
Richard Egington,Great Britain,33,200,105,M,2/26/1979,Rowing,Men's Eight,YES,,,0.111
Richard Faulds,Great Britain,35,180,83,M,3/16/1977,Shooting,Men's Double Trap,,,,
Richard Hounslow,Great Britain,30,183,76,M,12/19/1981,Canoe Slalom,Men's Kayak (K1); Men's Canoe Double (C2),YES,,0.5,
Richard Jefferies,Great Britain,25,190,100,M,2/26/1987,Canoe Sprint,Men's Canoe Single (C1) 1000m; Men's Canoe Single (C1) 200m,,,,
Richard Kruse,Great Britain,29,190,85,M,7/30/1983,Fencing,Men's Individual Foil; Men's Team Foil,,,,
Richard Mantell,Great Britain,30,189,92,M,8/17/1981,Hockey,Men's Hockey,,,,
Richard Smith,Great Britain,24,189,93,M,9/28/1987,Hockey,Men's Hockey,,,,
Rob Bale,Great Britain,22,174,69,M,7/19/1990,Swimming,Men's 4x200m Freestyle Relay,,,,
Rob Parker,Great Britain,24,200,100,M,12/04/1987,Water Polo,Men's Water Polo,,,,
Rob Williams,Great Britain,27,185,75,M,1/21/1985,Rowing,Men's Lightweight Four,YES,,0.25,
Robbie Renwick,Great Britain,24,185,80,M,7/21/1988,Swimming,Men's 200m Freestyle; Men's 400m Freestyle; Men's 4x200m Freestyle Relay,,,,
Robert Archibald,Great Britain,32,212,115,M,3/29/1980,Basketball,Men's Basketball,,,,
Robert Grabarz,Great Britain,24,191,80,M,10/03/1987,Athletics,Men's High Jump,YES,,,1
Robert Moore,Great Britain,31,183,81,M,5/21/1981,Hockey,Men's Hockey,,,,
Robert White,Great Britain,29,192,92,M,04/05/1983,Handball,Men's Handball,,,,
Roberto Pavoni,Great Britain,21,176,71,M,3/22/1991,Swimming,Men's 200m Butterfly; Men's 400m Individual Medley,,,,
Robin Garnham,Great Britain,24,194,94,M,05/01/1988,Handball,Men's Handball,,,,
Robyn Nicholls,Great Britain,22,178,65,F,05/08/1990,Water Polo,Women's Water Polo,,,,
Rory David Warlow,Great Britain,22,175,75,M,4/13/1990,Shooting,Men's Skeet,,,,
Rose Anderson,Great Britain,24,175,70,F,3/23/1988,Basketball,Women's Basketball,,,,
Rosie Morris,Great Britain,26,180,69,F,1/31/1986,Water Polo,Women's Water Polo,,,,
Ross Davenport,Great Britain,28,187,76,M,5/23/1984,Swimming,Men's 4x200m Freestyle Relay,,,,
Ross Hutchins,Great Britain,27,191,87,M,2/22/1985,Tennis,Men's Doubles,,,,
Ross Murray,Great Britain,21,,,M,10/08/1990,Athletics,Men's 1500m,,,,
Ryan Bennett,Great Britain,22,188,70,M,03/06/1990,Football,Men's Football,,,,
Ryan Bertrand,Great Britain,22,180,73,M,08/05/1989,Football,Men's Football,,,,
Ryan Giggs,Great Britain,38,180,75,M,11/29/1973,Football,Men's Football,,,,
Sally Conway,Great Britain,25,170,70,F,02/01/1987,Judo,Women's -70kg,,,,
Sally Walton,Great Britain,31,180,68,F,06/10/1981,Hockey,Women's Hockey,,,,
Sam Oldham,Great Britain,19,168,,M,2/17/1993,Gymnastics - Artistic,Men's Team; Men's Qualification,YES,,,0.2
Sam Townsend,Great Britain,26,199,100,M,11/26/1985,Rowing,Men's Double Sculls,,,,
Samantha Murray,Great Britain,22,174,59,F,9/25/1989,Modern Pentathlon,Women's Modern Pentathlon,,,,
Samuel Weale,Great Britain,30,187,83,M,02/09/1982,Modern Pentathlon,Men's Modern Pentathlon,,,,
Sarah Barrow,Great Britain,23,163,52,F,10/22/1988,Diving,Women's Synchronised 10m Platform,,,,
Sarah Clark,Great Britain,34,173,57,F,01/03/1978,Judo,Women's -57kg,,,,
Sarah Hargreaves,Great Britain,23,185,84,F,5/17/1989,Handball,Women's Handball,,,,
Sarah Stevenson,Great Britain,29,178,,F,3/30/1983,Taekwondo,Women's -67kg,,,,
Sarah Thomas,Great Britain,31,163,59,F,1/13/1981,Hockey,Women's Hockey,,,,
Saskia Clark,Great Britain,32,176,68,F,8/23/1979,Sailing,Women's 470,YES,,0.5,
Savanah Leaf,Great Britain,18,183,73,F,11/24/1993,Volleyball,Women's Volleyball,,,,
Savannah Marshall,Great Britain,21,181,,F,5/19/1991,Boxing,Women's Middle (75kg),,,,
Scott Brash,Great Britain,26,171,64,M,11/23/1985,Equestrian,Individual Jumping; Team Jumping; HELLO SANCTOS,YES,0.25,,
Scott Overall,Great Britain,29,181,62,M,02/09/1983,Athletics,Men's Marathon,,,,
Scott Sinclair,Great Britain,23,177,69,M,3/25/1989,Football,Men's Football,,,,
Sean King,Great Britain,23,193,91,M,05/03/1989,Water Polo,Men's Water Polo,,,,
Sean Ryder,Great Britain,25,188,94,M,6/18/1987,Water Polo,Men's Water Polo,,,,
Sebastian Prieto,Great Britain,25,187,80,M,02/04/1987,Handball,Men's Handball,,,,
Sebastien Edgar,Great Britain,21,182,76,M,5/26/1991,Handball,Men's Handball,,,,
Shana Cox,Great Britain,27,172,65,F,1/22/1985,Athletics,Women's 400m; Women's 4 x 400m Relay,,,,
Shanaze Reade,Great Britain,23,170,79,F,9/23/1988,Cycling - BMX; Cycling - Track,Women's BMX,,,,
Shara Proctor,Great Britain,23,165,60,F,9/16/1988,Athletics,Women's Long Jump,,,,
Shauna Mullin,Great Britain,27,178,70,F,09/11/1984,Beach Volleyball,Women's Beach Volleyball,,,,
Simeon Williamson,Great Britain,26,186,95,M,1/16/1986,Athletics,Men's 4 x 100m Relay,,,,
Simon Burnett,Great Britain,29,189,82,M,4/14/1983,Swimming,Men's 4x100m Freestyle Relay,,,,
Simon Terry,Great Britain,38,180,100,M,3/27/1974,Archery,Men's Individual; Men's Team,,,,
Siobhan-Marie Oconnor,Great Britain,16,173,60,F,11/29/1995,Swimming,Women's 100m Breaststroke,,,,
Sophie Allen,Great Britain,20,170,65,F,3/21/1992,Swimming,Women's 200m Individual Medley,,,,
Sophie Bradley,Great Britain,22,169,59,F,10/20/1989,Football,Women's Football,,,,
Sophie Cox,Great Britain,30,160,52,F,12/23/1981,Judo,Women's -52kg,,,,
Sophie Hitchon,Great Britain,21,170,74,F,07/11/1991,Athletics,Women's Hammer Throw,,,,
Sophie Hosking,Great Britain,26,165,57,F,1/25/1986,Rowing,Women's Lightweight Double Sculls,YES,0.5,,
Sophie Williams,Great Britain,21,162,60,F,3/21/1991,Fencing,Women's Individual Sabre,,,,
Stacey Tadd,Great Britain,23,181,74,F,2/21/1989,Swimming,Women's 200m Breaststroke,,,,
Stacie Powell,Great Britain,26,167,61,F,12/18/1985,Diving,Women's 10m Platform,,,,
Stef Collins,Great Britain,29,167,63,F,12/30/1982,Basketball,Women's Basketball,,,,
Stephanie Houghton,Great Britain,24,172,62,F,4/23/1988,Football,Women's Football,,,,
Stephanie Proud,Great Britain,23,169,65,F,8/29/1988,Swimming,Women's 200m Backstroke,,,,
Stephen Rowbotham,Great Britain,30,193,93,M,11/11/1981,Rowing,Men's Quadruple Sculls,,,,
Steve Grotowski,Great Britain,30,198,92,M,5/30/1982,Beach Volleyball,Men's Beach Volleyball,,,,
Steven Burke,Great Britain,24,183,74,M,03/04/1988,Cycling - Track,Men's Team Pursuit,YES,0.25,,
Steven Caulker,Great Britain,20,191,76,M,12/29/1991,Football,Men's Football,,,,
Steven Larsson,Great Britain,31,195,95,M,05/01/1981,Handball,Men's Handball,,,,
Steven Lewis,Great Britain,26,191,84,M,5/20/1986,Athletics,Men's Pole Vault,,,,
Stevie Morrison,Great Britain,33,178,77,M,11/25/1978,Sailing,Men's 49er,,,,
Stuart Bithell,Great Britain,25,186,80,M,8/28/1986,Sailing,Men's 470,YES,,0.5,
Stuart Hayes,Great Britain,33,188,72,M,4/16/1979,Triathlon,Men's Triathlon,,,,
Stuart Stokes,Great Britain,35,181,65,M,12/05/1976,Athletics,Men's 3000m Steeplechase,,,,
Susan Egelstaff,Great Britain,29,168,62,F,10/12/1982,Badminton,Women's Singles,,,,
Temi Fagbenle,Great Britain,19,193,79,F,09/08/1992,Basketball,Women's Basketball,,,,
Thomas Daley,Great Britain,18,177,74,M,5/21/1994,Diving,Men's 10m Platform; Men's Synchronised 10m Platform,,,,
Thomas Stalker,Great Britain,28,181,,M,6/30/1984,Boxing,Men's Light Welter (64kg),,,,
Tiffany Porter,Great Britain,24,175,68,F,11/13/1987,Athletics,Women's 100m Hurdles,,,,
Tim Baillie,Great Britain,33,176,78,M,05/11/1979,Canoe Slalom,Men's Canoe Double (C2),YES,0.5,,
Tim Brabants,Great Britain,35,189,88,M,1/23/1977,Canoe Sprint,Men's Kayak Single (K1) 1000m,,,,
Tom Cleverley,Great Britain,22,180,73,M,08/12/1989,Football,Men's Football,,,,
Tom James,Great Britain,28,193,93,M,03/11/1984,Rowing,Men's Four,YES,0.25,,
Tom Ransley,Great Britain,26,198,100,M,09/06/1985,Rowing,Men's Eight,YES,,,0.111
Tom Solesbury,Great Britain,31,199,97,M,9/23/1980,Rowing,Men's Quadruple Sculls,,,,
Tonia Couch,Great Britain,23,163,58,F,5/20/1989,Diving,Women's Synchronised 10m Platform,,,,
Vicky Holland,Great Britain,26,168,59,F,01/12/1986,Triathlon,Women's Triathlon,,,,
Victoria Lucass,Great Britain,21,170,,F,09/11/1990,Synchronised Swimming,Women's Teams,,,,
Victoria Pendleton,Great Britain,31,165,60,F,9/24/1980,Cycling - Track,Women's Sprint; Women's Keirin; Women's Team Sprint,YES,1,1,
Victoria Thornley,Great Britain,24,193,76,F,11/30/1987,Rowing,Women's Eight,,,,
Wendy Houvenaghel,Great Britain,37,176,60,F,11/27/1974,Cycling - Track,Women's Team Pursuit,,,,
William Fox-Pitt,Great Britain,43,198,76,M,01/02/1969,Equestrian,Individual Eventing; Team Eventing; LIONHEART,YES,,0.2,
William Satch,Great Britain,23,194,94,M,06/09/1989,Rowing,Men's Pair,YES,,,0.5
Winston Gordon,Great Britain,35,187,90,M,11/09/1976,Judo,Men's -90kg,,,,
Yamile Aldama,Great Britain,39,172,62,F,8/14/1972,Athletics,Women's Triple Jump,,,,
Yvette Baker,Great Britain,20,170,,F,11/25/1991,Synchronised Swimming,Women's Teams,,,,
Yvonne Leuthold,Great Britain,32,176,74,F,1/30/1980,Handball,Women's Handball,,,,
Zac Purchase,Great Britain,26,186,72,M,05/02/1986,Rowing,Men's Lightweight Double Sculls,YES,,0.5,
Zara Dampney,Great Britain,26,178,64,F,06/10/1986,Beach Volleyball,Women's Beach Volleyball,,,,
Zara Phillips,Great Britain,31,168,64,F,5/15/1981,Equestrian,Individual Eventing; Team Eventing; HIGH KINGDOM,YES,,0.2,
Zoe Smith,Great Britain,18,159,58,F,4/26/1994,Weightlifting,Women's 58kg,,,,
Zoe van der Weel,Great Britain,21,161,61,F,11/14/1990,Handball,Women's Handball,,,,
